    0.423881757259368896E+02   -0.291190421581268311E+01   -0.725230902433395386E+00    0.125272010021688085E+00    0.103522678482493413E+01   -0.613652707011529674E+04   -0.762461894642300742E+01    1
    0.702034771442413330E+02   -0.156565833091735840E+01   -0.694852948188781738E+00    0.454868460290654919E+00    0.100020745644066156E+01   -0.610864910777235491E+04   -0.762510722767309002E+01    1
    0.299498784542083740E+02   -0.178927516937255859E+01   -0.606003731489181519E+00    0.554888150165908201E+00    0.122123384703777083E+01   -0.603679009329139444E+04   -0.762559550892310245E+01    1
    0.379099130630493164E+02   -0.241130459308624268E+01   -0.864502817392349243E+00    0.175131015344556107E+00    0.106326783264518032E+01   -0.599277081683869801E+04   -0.762608379017301452E+01    1
    0.618265092372894287E+02   -0.249918222427368164E+01   -0.775735557079315186E+00    0.836284699480628779E+00    0.107652902993272659E+01   -0.598765534014632794E+04   -0.762657207142296922E+01    1
    0.256806457042694092E+02   -0.253838145732879639E+01   -0.688795924186706543E+00    0.119518947277538667E+01    0.104255807496233666E+01   -0.597378845500675561E+04   -0.762706035267305182E+01    1
    0.410721480846405029E+02   -0.180348205566406250E+01   -0.914232611656188965E+00    0.670164537100296553E+00    0.102511155228528295E+01   -0.594245611066299625E+04   -0.762754863392306248E+01    1
    0.388294780254364014E+02   -0.136170542240142822E+01   -0.588991522789001465E+00    0.696250830389086639E+00    0.111219958426150844E+01   -0.591023665625858757E+04   -0.762803691517297189E+01    1
    0.435923981666564941E+02   -0.184401667118072510E+01   -0.629400789737701416E+00    0.124578245609145299E+01    0.104240554350100201E+01   -0.590388869879185404E+04   -0.762852519642303761E+01    1
    0.154099380970001221E+02   -0.236429238319396973E+01   -0.740728855133056641E+00    0.904662787150702918E+00    0.116219870159272931E+01   -0.578404156543372392E+04   -0.762901347767311488E+01    1
    0.658884251117706299E+02   -0.160382592678070068E+01   -0.559118717908859253E+00    0.823964973673440237E+00    0.120588141013099359E+01   -0.572741702650262414E+04   -0.762950175892311666E+01    1
    0.515269660949707031E+02   -0.157039272785186768E+01   -0.694179862737655640E+00    0.959766906858496527E+00    0.112068853881701602E+01   -0.570924203972638861E+04   -0.762999004017312821E+01    1
    0.172991681098937988E+02   -0.269713521003723145E+01   -0.642074376344680786E+00    0.137646447915380543E+01    0.120580726319885057E+01   -0.567070491974461220E+04   -0.763047832142306248E+01    1
    0.209928810596466064E+02   -0.262155032157897949E+01   -0.854273319244384766E+00    0.150027506512283915E+01    0.102947050128029760E+01   -0.564073389815289283E+04   -0.763096660267300297E+01    1
    0.214066886901855469E+02   -0.199840736389160156E+01   -0.593650668859481812E+00    0.135304775480583550E+01    0.119073476355956087E+01   -0.561644965568623047E+04   -0.763145488392297544E+01    1
    0.738079583644866943E+02   -0.278767943382263184E+01   -0.650367617607116699E+00    0.142913454643428839E+01    0.132363780750168769E+01   -0.558671123640680798E+04   -0.763194316517294968E+01    1
    0.735870015621185303E+02   -0.293193101882934570E+01   -0.100848856568336487E+01    0.832329941991471034E+00    0.100541383688666297E+01   -0.556438290296037849E+04   -0.763243144642295146E+01    1
    0.584327709674835205E+02   -0.253107702732086182E+01   -0.103174436092376709E+01    0.735460106547214942E+00    0.103247752373767088E+01   -0.556259779000855633E+04   -0.763291972767294791E+01    1
    0.492278623580932617E+02   -0.254966056346893311E+01   -0.882109284400939941E+00    0.991933534361378988E+00    0.122623277393806207E+01   -0.544000242588118363E+04   -0.763340800892296389E+01    1
    0.314433217048645020E+02   -0.214354693889617920E+01   -0.624180018901824951E+00    0.125513512653946302E+01    0.134195305173539436E+01   -0.543680665144739942E+04   -0.763389629017296745E+01    1
    0.347462940216064453E+02   -0.221728861331939697E+01   -0.600442320108413696E+00    0.501209984809579012E+00    0.162910359930718474E+01   -0.543274221738925644E+04   -0.763438457142298255E+01    1
    0.246749031543731689E+02   -0.207011413574218750E+01   -0.903610020875930786E+00    0.544881825583146906E+00    0.128999866909695005E+01   -0.540240533497970500E+04   -0.763487285267297366E+01    1
    0.355262804031372070E+02   -0.124323284626007080E+01   -0.794074714183807373E+00    0.606222254185153075E+00    0.128978365871473710E+01   -0.539707473594438852E+04   -0.763536113392296478E+01    1
    0.536674582958221436E+02   -0.179555177688598633E+01   -0.790881991386413574E+00    0.578504277053004001E+00    0.150114694158578121E+01   -0.535779988999783745E+04   -0.763584941517303584E+01    1
    0.191156530380249023E+02   -0.124467587471008301E+01   -0.797836810350418091E+00    0.117623018918470290E+01    0.112101362875362520E+01   -0.533312657609471535E+04   -0.763633769642309268E+01    1
    0.250415790081024170E+02   -0.265808343887329102E+01   -0.688958048820495605E+00    0.150357706430506566E+01    0.141365233322260431E+01   -0.527706710905428736E+04   -0.763682597767309890E+01    1
    0.627566492557525635E+02   -0.246812081336975098E+01   -0.802234441041946411E+00    0.112412368692169640E+01    0.144984987490341544E+01   -0.526416956842187028E+04   -0.763731425892307580E+01    1
    0.609453785419464111E+02   -0.297195589542388916E+01   -0.779268473386764526E+00    0.963773082636889766E+00    0.143322373090694510E+01   -0.525405801822302328E+04   -0.763780254017309979E+01    1
    0.576736807823181152E+02   -0.222667121887207031E+01   -0.123541626334190369E+01    0.504849454231858008E+00    0.103768543016003845E+01   -0.525131692009419385E+04   -0.763829082142307492E+01    1
    0.152317786216735840E+02   -0.111348009109497070E+01   -0.500413656234741211E+00    0.694728252740990593E+00    0.140564084476080420E+01   -0.523949986761043237E+04   -0.763877910267307669E+01    1
    0.445478296279907227E+02   -0.202955174446105957E+01   -0.110554325580596924E+01    0.531841673662696413E+00    0.124440640818456072E+01   -0.519084475295286848E+04   -0.763926738392312288E+01    1
    0.156612539291381836E+02   -0.282571077346801758E+01   -0.920722216367721558E+00    0.121215365794645424E+01    0.123392083763760585E+01   -0.518950538941606192E+04   -0.763975566517305715E+01    1
    0.214382386207580566E+02   -0.188529002666473389E+01   -0.761732637882232666E+00    0.114968346421138179E+01    0.137439249995864854E+01   -0.517147615667772152E+04   -0.764024394642301008E+01    1
    0.412482833862304688E+02   -0.185819149017333984E+01   -0.872799634933471680E+00    0.775914024618893250E+00    0.148459450820034866E+01   -0.516048202947835307E+04   -0.764073222767305538E+01    1
    0.325683796405792236E+02   -0.255418145656585693E+01   -0.597541511058807373E+00    0.139074112431736796E+01    0.161935515443319322E+01   -0.513939480542426645E+04   -0.764122050892309090E+01    1
